subject,predicate,object,source,confidence
m_37055_median_income,unit,USD,Census,0.95
m_37055_poverty_rate,rdf:type,Measurement,Census,0.95
m_37055_poverty_rate,location,37055,Census,0.95
m_37055_poverty_rate,indicator,poverty_rate,Census,0.95
m_37055_poverty_rate,value,6.483534310279565,Census,0.95
m_37055_poverty_rate,unit,percent,Census,0.95
m_37055_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37055_unemployment_rate,location,37055,Census,0.95
m_37055_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37055_unemployment_rate,value,5.103413904809369,Census,0.95
m_37055_unemployment_rate,unit,percent,Census,0.95
m_37055_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37055_unemployment_pct,location,37055,CHR,0.75
m_37055_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37055_unemployment_pct,value,3.9545791163,CHR,0.75
m_37055_unemployment_pct,unit,percent,CHR,0.75
m_37055_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37055_child_poverty_pct,location,37055,CHR,0.75
m_37055_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37055_child_poverty_pct,value,13.3,CHR,0.75
m_37055_child_poverty_pct,unit,percent,CHR,0.75
m_37055_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37055_education_bachelor_pct,location,37055,Census,0.95
m_37055_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37055_education_bachelor_pct,value,39.14257085599771,Census,0.95
m_37055_education_bachelor_pct,unit,percent,Census,0.95
m_37055_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37055_some_college_pct,location,37055,CHR,0.75
m_37055_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37055_some_college_pct,value,70.68878197,CHR,0.75
m_37055_some_college_pct,unit,percent,CHR,0.75
m_37055_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37055_obesity_pct,location,37055,CHR,0.75
m_37055_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37055_obesity_pct,value,29.5,CHR,0.75
m_37055_obesity_pct,unit,percent,CHR,0.75
m_37055_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37055_diabetes_pct,location,37055,CHR,0.75
m_37055_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37055_diabetes_pct,value,8.2,CHR,0.75
m_37055_diabetes_pct,unit,percent,CHR,0.75
m_37055_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37055_mental_health_days,location,37055,CHR,0.75
m_37055_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37055_mental_health_days,value,4.6391950382,CHR,0.75
m_37055_mental_health_days,unit,days,CHR,0.75
m_37055_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37055_physical_health_days,location,37055,CHR,0.75
m_37055_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37055_physical_health_days,value,3.386757166,CHR,0.75
m_37055_physical_health_days,unit,days,CHR,0.75
m_37055_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37055_physical_inactivity_pct,location,37055,CHR,0.75
m_37055_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37055_physical_inactivity_pct,value,17.6,CHR,0.75
m_37055_physical_inactivity_pct,unit,percent,CHR,0.75
m_37055_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37055_excessive_drinking_pct,location,37055,CHR,0.75
m_37055_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37055_excessive_drinking_pct,value,24.297296293,CHR,0.75
m_37055_excessive_drinking_pct,unit,percent,CHR,0.75
m_37055_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37055_uninsured_pct,location,37055,CHR,0.75
m_37055_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37055_uninsured_pct,value,11.023402998,CHR,0.75
m_37055_uninsured_pct,unit,percent,CHR,0.75
m_37055_pm25,rdf:type,Measurement,CHR,0.75
m_37055_pm25,location,37055,CHR,0.75
m_37055_pm25,indicator,pm25,CHR,0.75
m_37055_pm25,value,5.9,CHR,0.75
m_37055_pm25,unit,μg/m³,CHR,0.75
m_37057_population,rdf:type,Measurement,Census,0.95
m_37057_population,location,37057,Census,0.95
m_37057_population,indicator,population,Census,0.95
m_37057_population,value,169498,Census,0.95
m_37057_population,unit,count,Census,0.95
m_37057_median_income,rdf:type,Measurement,Census,0.95
m_37057_median_income,location,37057,Census,0.95
m_37057_median_income,indicator,median_income,Census,0.95
m_37057_median_income,value,58473,Census,0.95
m_37057_median_income,unit,USD,Census,0.95
m_37057_poverty_rate,rdf:type,Measurement,Census,0.95
m_37057_poverty_rate,location,37057,Census,0.95
m_37057_poverty_rate,indicator,poverty_rate,Census,0.95
m_37057_poverty_rate,value,13.93154486586494,Census,0.95
m_37057_poverty_rate,unit,percent,Census,0.95
m_37057_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37057_unemployment_rate,location,37057,Census,0.95
m_37057_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37057_unemployment_rate,value,4.325491363907088,Census,0.95
m_37057_unemployment_rate,unit,percent,Census,0.95
m_37057_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37057_unemployment_pct,location,37057,CHR,0.75
m_37057_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37057_unemployment_pct,value,3.3685089864,CHR,0.75
m_37057_unemployment_pct,unit,percent,CHR,0.75
m_37057_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37057_child_poverty_pct,location,37057,CHR,0.75
m_37057_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37057_child_poverty_pct,value,21.2,CHR,0.75
m_37057_child_poverty_pct,unit,percent,CHR,0.75
m_37057_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37057_education_bachelor_pct,location,37057,Census,0.95
m_37057_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37057_education_bachelor_pct,value,18.505457317328553,Census,0.95
m_37057_education_bachelor_pct,unit,percent,Census,0.95
m_37057_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37057_some_college_pct,location,37057,CHR,0.75
m_37057_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37057_some_college_pct,value,59.997061129,CHR,0.75
m_37057_some_college_pct,unit,percent,CHR,0.75
m_37057_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37057_obesity_pct,location,37057,CHR,0.75
m_37057_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37057_obesity_pct,value,34.5,CHR,0.75
m_37057_obesity_pct,unit,percent,CHR,0.75
m_37057_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37057_diabetes_pct,location,37057,CHR,0.75
m_37057_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37057_diabetes_pct,value,10.3,CHR,0.75
m_37057_diabetes_pct,unit,percent,CHR,0.75
m_37057_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37057_mental_health_days,location,37057,CHR,0.75
m_37057_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37057_mental_health_days,value,5.1346100536,CHR,0.75
m_37057_mental_health_days,unit,days,CHR,0.75
m_37057_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37057_physical_health_days,location,37057,CHR,0.75
m_37057_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37057_physical_health_days,value,4.0610346507,CHR,0.75
m_37057_physical_health_days,unit,days,CHR,0.75
m_37057_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37057_physical_inactivity_pct,location,37057,CHR,0.75
m_37057_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37057_physical_inactivity_pct,value,23.1,CHR,0.75
m_37057_physical_inactivity_pct,unit,percent,CHR,0.75
m_37057_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37057_excessive_drinking_pct,location,37057,CHR,0.75
m_37057_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37057_excessive_drinking_pct,value,20.208920052,CHR,0.75
m_37057_excessive_drinking_pct,unit,percent,CHR,0.75
m_37057_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37057_uninsured_pct,location,37057,CHR,0.75
m_37057_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37057_uninsured_pct,value,12.310656824,CHR,0.75
m_37057_uninsured_pct,unit,percent,CHR,0.75
m_37057_pm25,rdf:type,Measurement,CHR,0.75
m_37057_pm25,location,37057,CHR,0.75
m_37057_pm25,indicator,pm25,CHR,0.75
m_37057_pm25,value,8.3,CHR,0.75
m_37057_pm25,unit,μg/m³,CHR,0.75
m_37059_population,rdf:type,Measurement,Census,0.95
m_37059_population,location,37059,Census,0.95
m_37059_population,indicator,population,Census,0.95
m_37059_population,value,43030,Census,0.95
m_37059_population,unit,count,Census,0.95
m_37059_median_income,rdf:type,Measurement,Census,0.95
m_37059_median_income,location,37059,Census,0.95
m_37059_median_income,indicator,median_income,Census,0.95
m_37059_median_income,value,69105,Census,0.95
m_37059_median_income,unit,USD,Census,0.95
m_37059_poverty_rate,rdf:type,Measurement,Census,0.95
m_37059_poverty_rate,location,37059,Census,0.95
m_37059_poverty_rate,indicator,poverty_rate,Census,0.95
m_37059_poverty_rate,value,11.610969298142901,Census,0.95
m_37059_poverty_rate,unit,percent,Census,0.95
m_37059_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37059_unemployment_rate,location,37059,Census,0.95
m_37059_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37059_unemployment_rate,value,4.559915164369035,Census,0.95
m_37059_unemployment_rate,unit,percent,Census,0.95
m_37059_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37059_unemployment_pct,location,37059,CHR,0.75
m_37059_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37059_unemployment_pct,value,3.1402247841,CHR,0.75
m_37059_unemployment_pct,unit,percent,CHR,0.75
m_37059_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37059_child_poverty_pct,location,37059,CHR,0.75
m_37059_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37059_child_poverty_pct,value,13.9,CHR,0.75
m_37059_child_poverty_pct,unit,percent,CHR,0.75
m_37059_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37059_education_bachelor_pct,location,37059,Census,0.95
m_37059_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37059_education_bachelor_pct,value,24.030957336108223,Census,0.95
m_37059_education_bachelor_pct,unit,percent,Census,0.95
m_37059_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37059_some_college_pct,location,37059,CHR,0.75
m_37059_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37059_some_college_pct,value,62.883172562,CHR,0.75
m_37059_some_college_pct,unit,percent,CHR,0.75
m_37059_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37059_obesity_pct,location,37059,CHR,0.75
m_37059_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37059_obesity_pct,value,34.0,CHR,0.75
m_37059_obesity_pct,unit,percent,CHR,0.75
m_37059_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37059_diabetes_pct,location,37059,CHR,0.75
m_37059_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37059_diabetes_pct,value,9.7,CHR,0.75
m_37059_diabetes_pct,unit,percent,CHR,0.75
m_37059_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37059_mental_health_days,location,37059,CHR,0.75
m_37059_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37059_mental_health_days,value,4.9035827518,CHR,0.75
m_37059_mental_health_days,unit,days,CHR,0.75
m_37059_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37059_physical_health_days,location,37059,CHR,0.75
m_37059_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37059_physical_health_days,value,3.8715793246,CHR,0.75
m_37059_physical_health_days,unit,days,CHR,0.75
m_37059_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37059_physical_inactivity_pct,location,37059,CHR,0.75
m_37059_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37059_physical_inactivity_pct,value,23.0,CHR,0.75
m_37059_physical_inactivity_pct,unit,percent,CHR,0.75
m_37059_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37059_excessive_drinking_pct,location,37059,CHR,0.75
m_37059_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37059_excessive_drinking_pct,value,20.963880883,CHR,0.75
m_37059_excessive_drinking_pct,unit,percent,CHR,0.75
m_37059_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37059_uninsured_pct,location,37059,CHR,0.75
m_37059_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37059_uninsured_pct,value,10.240700219,CHR,0.75
m_37059_uninsured_pct,unit,percent,CHR,0.75
m_37059_pm25,rdf:type,Measurement,CHR,0.75
m_37059_pm25,location,37059,CHR,0.75
m_37059_pm25,indicator,pm25,CHR,0.75
m_37059_pm25,value,8.3,CHR,0.75
m_37059_pm25,unit,μg/m³,CHR,0.75
m_37061_population,rdf:type,Measurement,Census,0.95
m_37061_population,location,37061,Census,0.95
m_37061_population,indicator,population,Census,0.95
m_37061_population,value,49312,Census,0.95
m_37061_population,unit,count,Census,0.95
m_37061_median_income,rdf:type,Measurement,Census,0.95
m_37061_median_income,location,37061,Census,0.95
m_37061_median_income,indicator,median_income,Census,0.95
m_37061_median_income,value,49376,Census,0.95
m_37061_median_income,unit,USD,Census,0.95
m_37061_poverty_rate,rdf:type,Measurement,Census,0.95
m_37061_poverty_rate,location,37061,Census,0.95
m_37061_poverty_rate,indicator,poverty_rate,Census,0.95
m_37061_poverty_rate,value,18.521407167193466,Census,0.95
m_37061_poverty_rate,unit,percent,Census,0.95
m_37061_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37061_unemployment_rate,location,37061,Census,0.95
m_37061_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37061_unemployment_rate,value,5.435114503816794,Census,0.95
m_37061_unemployment_rate,unit,percent,Census,0.95
m_37061_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37061_unemployment_pct,location,37061,CHR,0.75
m_37061_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37061_unemployment_pct,value,3.3147872424,CHR,0.75
m_37061_unemployment_pct,unit,percent,CHR,0.75
m_37061_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37061_child_poverty_pct,location,37061,CHR,0.75
m_37061_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37061_child_poverty_pct,value,26.8,CHR,0.75
m_37061_child_poverty_pct,unit,percent,CHR,0.75
m_37061_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37061_education_bachelor_pct,location,37061,Census,0.95
m_37061_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37061_education_bachelor_pct,value,15.017524939336749,Census,0.95
m_37061_education_bachelor_pct,unit,percent,Census,0.95
m_37061_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37061_some_college_pct,location,37061,CHR,0.75
m_37061_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37061_some_college_pct,value,56.546348706,CHR,0.75
m_37061_some_college_pct,unit,percent,CHR,0.75
m_37061_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37061_obesity_pct,location,37061,CHR,0.75
m_37061_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37061_obesity_pct,value,39.4,CHR,0.75
m_37061_obesity_pct,unit,percent,CHR,0.75
m_37061_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37061_diabetes_pct,location,37061,CHR,0.75
m_37061_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37061_diabetes_pct,value,12.6,CHR,0.75
m_37061_diabetes_pct,unit,percent,CHR,0.75
m_37061_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37061_mental_health_days,location,37061,CHR,0.75
m_37061_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37061_mental_health_days,value,5.266134138,CHR,0.75
m_37061_mental_health_days,unit,days,CHR,0.75
m_37061_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37061_physical_health_days,location,37061,CHR,0.75
m_37061_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37061_physical_health_days,value,4.5717100412,CHR,0.75
m_37061_physical_health_days,unit,days,CHR,0.75
m_37061_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37061_physical_inactivity_pct,location,37061,CHR,0.75
m_37061_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37061_physical_inactivity_pct,value,28.4,CHR,0.75
m_37061_physical_inactivity_pct,unit,percent,CHR,0.75
m_37061_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37061_excessive_drinking_pct,location,37061,CHR,0.75
m_37061_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37061_excessive_drinking_pct,value,17.489361341,CHR,0.75
m_37061_excessive_drinking_pct,unit,percent,CHR,0.75
m_37061_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37061_uninsured_pct,location,37061,CHR,0.75
m_37061_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37061_uninsured_pct,value,15.66475041,CHR,0.75
m_37061_uninsured_pct,unit,percent,CHR,0.75
m_37061_pm25,rdf:type,Measurement,CHR,0.75
m_37061_pm25,location,37061,CHR,0.75
m_37061_pm25,indicator,pm25,CHR,0.75
m_37061_pm25,value,5.9,CHR,0.75
m_37061_pm25,unit,μg/m³,CHR,0.75
m_37063_population,rdf:type,Measurement,Census,0.95
m_37063_population,location,37063,Census,0.95
m_37063_population,indicator,population,Census,0.95
m_37063_population,value,325101,Census,0.95
m_37063_population,unit,count,Census,0.95
m_37063_median_income,rdf:type,Measurement,Census,0.95
m_37063_median_income,location,37063,Census,0.95
m_37063_median_income,indicator,median_income,Census,0.95
m_37063_median_income,value,74927,Census,0.95
m_37063_median_income,unit,USD,Census,0.95
m_37063_poverty_rate,rdf:type,Measurement,Census,0.95
m_37063_poverty_rate,location,37063,Census,0.95
m_37063_poverty_rate,indicator,poverty_rate,Census,0.95
m_37063_poverty_rate,value,12.270541642175047,Census,0.95
m_37063_poverty_rate,unit,percent,Census,0.95
m_37063_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37063_unemployment_rate,location,37063,Census,0.95
m_37063_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37063_unemployment_rate,value,4.277055021775619,Census,0.95
m_37063_unemployment_rate,unit,percent,Census,0.95
m_37063_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37063_unemployment_pct,location,37063,CHR,0.75
m_37063_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37063_unemployment_pct,value,3.0575628249,CHR,0.75
m_37063_unemployment_pct,unit,percent,CHR,0.75
m_37063_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37063_child_poverty_pct,location,37063,CHR,0.75
m_37063_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37063_child_poverty_pct,value,15.1,CHR,0.75
m_37063_child_poverty_pct,unit,percent,CHR,0.75
m_37063_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37063_education_bachelor_pct,location,37063,Census,0.95
m_37063_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37063_education_bachelor_pct,value,42.45878110797091,Census,0.95
m_37063_education_bachelor_pct,unit,percent,Census,0.95
m_37063_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37063_some_college_pct,location,37063,CHR,0.75
m_37063_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37063_some_college_pct,value,77.902544168,CHR,0.75
m_37063_some_college_pct,unit,percent,CHR,0.75
m_37063_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37063_obesity_pct,location,37063,CHR,0.75
m_37063_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37063_obesity_pct,value,32.5,CHR,0.75
m_37063_obesity_pct,unit,percent,CHR,0.75
m_37063_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37063_diabetes_pct,location,37063,CHR,0.75
m_37063_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37063_diabetes_pct,value,10.2,CHR,0.75
m_37063_diabetes_pct,unit,percent,CHR,0.75
m_37063_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37063_mental_health_days,location,37063,CHR,0.75
m_37063_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37063_mental_health_days,value,4.6344712143,CHR,0.75
m_37063_mental_health_days,unit,days,CHR,0.75
m_37063_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37063_physical_health_days,location,37063,CHR,0.75
m_37063_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37063_physical_health_days,value,3.5182218252,CHR,0.75
m_37063_physical_health_days,unit,days,CHR,0.75
m_37063_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37063_physical_inactivity_pct,location,37063,CHR,0.75
m_37063_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37063_physical_inactivity_pct,value,19.1,CHR,0.75
m_37063_physical_inactivity_pct,unit,percent,CHR,0.75
m_37063_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37063_excessive_drinking_pct,location,37063,CHR,0.75
m_37063_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37063_excessive_drinking_pct,value,20.635670417,CHR,0.75
m_37063_excessive_drinking_pct,unit,percent,CHR,0.75
m_37063_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37063_uninsured_pct,location,37063,CHR,0.75
m_37063_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37063_uninsured_pct,value,10.587203944,CHR,0.75
m_37063_uninsured_pct,unit,percent,CHR,0.75
m_37063_pm25,rdf:type,Measurement,CHR,0.75
m_37063_pm25,location,37063,CHR,0.75
m_37063_pm25,indicator,pm25,CHR,0.75
m_37063_pm25,value,7.3,CHR,0.75
m_37063_pm25,unit,μg/m³,CHR,0.75
m_37065_population,rdf:type,Measurement,Census,0.95
m_37065_population,location,37065,Census,0.95
m_37065_population,indicator,population,Census,0.95
m_37065_population,value,49067,Census,0.95
m_37065_population,unit,count,Census,0.95
m_37065_median_income,rdf:type,Measurement,Census,0.95
m_37065_median_income,location,37065,Census,0.95
m_37065_median_income,indicator,median_income,Census,0.95
m_37065_median_income,value,46370,Census,0.95
m_37065_median_income,unit,USD,Census,0.95
m_37065_poverty_rate,rdf:type,Measurement,Census,0.95
m_37065_poverty_rate,location,37065,Census,0.95
m_37065_poverty_rate,indicator,poverty_rate,Census,0.95
m_37065_poverty_rate,value,22.039684674432557,Census,0.95
m_37065_poverty_rate,unit,percent,Census,0.95
m_37065_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37065_unemployment_rate,location,37065,Census,0.95
m_37065_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37065_unemployment_rate,value,8.623474515434316,Census,0.95
m_37065_unemployment_rate,unit,percent,Census,0.95
m_37065_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37065_unemployment_pct,location,37065,CHR,0.75
m_37065_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37065_unemployment_pct,value,5.7318168213,CHR,0.75
m_37065_unemployment_pct,unit,percent,CHR,0.75
m_37065_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37065_child_poverty_pct,location,37065,CHR,0.75
m_37065_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37065_child_poverty_pct,value,39.0,CHR,0.75
m_37065_child_poverty_pct,unit,percent,CHR,0.75
m_37065_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37065_education_bachelor_pct,location,37065,Census,0.95
m_37065_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37065_education_bachelor_pct,value,16.564057461155087,Census,0.95
m_37065_education_bachelor_pct,unit,percent,Census,0.95
m_37065_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37065_some_college_pct,location,37065,CHR,0.75
m_37065_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37065_some_college_pct,value,52.47568136,CHR,0.75
m_37065_some_college_pct,unit,percent,CHR,0.75
m_37065_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37065_obesity_pct,location,37065,CHR,0.75
m_37065_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37065_obesity_pct,value,40.5,CHR,0.75
m_37065_obesity_pct,unit,percent,CHR,0.75
m_37065_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37065_diabetes_pct,location,37065,CHR,0.75
m_37065_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37065_diabetes_pct,value,14.3,CHR,0.75
m_37065_diabetes_pct,unit,percent,CHR,0.75
m_37065_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37065_mental_health_days,location,37065,CHR,0.75
m_37065_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37065_mental_health_days,value,5.5067104778,CHR,0.75
m_37065_mental_health_days,unit,days,CHR,0.75
m_37065_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37065_physical_health_days,location,37065,CHR,0.75
m_37065_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37065_physical_health_days,value,4.6834687958,CHR,0.75
m_37065_physical_health_days,unit,days,CHR,0.75
m_37065_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37065_physical_inactivity_pct,location,37065,CHR,0.75
m_37065_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37065_physical_inactivity_pct,value,28.6,CHR,0.75
m_37065_physical_inactivity_pct,unit,percent,CHR,0.75
m_37065_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37065_excessive_drinking_pct,location,37065,CHR,0.75
m_37065_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37065_excessive_drinking_pct,value,15.843537371,CHR,0.75
m_37065_excessive_drinking_pct,unit,percent,CHR,0.75
m_37065_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37065_uninsured_pct,location,37065,CHR,0.75
m_37065_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37065_uninsured_pct,value,11.100467993,CHR,0.75
m_37065_uninsured_pct,unit,percent,CHR,0.75
m_37065_pm25,rdf:type,Measurement,CHR,0.75
m_37065_pm25,location,37065,CHR,0.75
m_37065_pm25,indicator,pm25,CHR,0.75
m_37065_pm25,value,6.7,CHR,0.75
m_37065_pm25,unit,μg/m³,CHR,0.75
m_37067_population,rdf:type,Measurement,Census,0.95
m_37067_population,location,37067,Census,0.95
m_37067_population,indicator,population,Census,0.95
m_37067_population,value,383739,Census,0.95
m_37067_population,unit,count,Census,0.95
m_37067_median_income,rdf:type,Measurement,Census,0.95
m_37067_median_income,location,37067,Census,0.95
m_37067_median_income,indicator,median_income,Census,0.95
m_37067_median_income,value,61229,Census,0.95
m_37067_median_income,unit,USD,Census,0.95
m_37067_poverty_rate,rdf:type,Measurement,Census,0.95
m_37067_poverty_rate,location,37067,Census,0.95
m_37067_poverty_rate,indicator,poverty_rate,Census,0.95
m_37067_poverty_rate,value,15.204603169500789,Census,0.95
m_37067_poverty_rate,unit,percent,Census,0.95
m_37067_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37067_unemployment_rate,location,37067,Census,0.95
m_37067_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37067_unemployment_rate,value,5.58062670819297,Census,0.95
m_37067_unemployment_rate,unit,percent,Census,0.95
m_37067_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37067_unemployment_pct,location,37067,CHR,0.75
m_37067_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37067_unemployment_pct,value,3.5335557831,CHR,0.75
